Title,ReleaseYear,City,Locations,FunFacts,ProductionCompany,Distributor,Director,Writer,Actor1,Actor2,Actor3,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip,Country,Source
Nine Months,1995,San Francisco,Montgomery & Vallejo Streets,,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,37.799172,-122.404053,1,intersection,,Montgomery St,San Francisco,CA,San Francisco County,94133,US,TIGER/Line® dataset from the US Census Bureau
Nine Months,1995,San Francisco,Marathon Plaza (303 2nd Street),,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Nine Months,1995,San Francisco,Jones Street at Bush,,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,37.789529,-122.413728,1,intersection,,Bush St,San Francisco,CA,San Francisco County,94109,US,TIGER/Line® dataset from the US Census Bureau
Nine Months,1995,San Francisco,Jack Kerouac Alley between Columbus & Grant Streets,,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,37.797469,-122.406945,1,intersection,,Grant Ave,San Francisco,CA,San Francisco County,94133,US,TIGER/Line® dataset from the US Census Bureau
Nine Months,1995,San Francisco,Chrissy Field,Chrissy Field was originally an airfield for the Presidio Army Base. ,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Nine Months,1995,San Francisco,Belli Building (722 Montgomery Street at Washington),,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,37.733928,-122.385188,0.9,street_center,,Bell Ct,San Francisco,CA,San Francisco County,94124,US,TIGER/Line® dataset from the US Census Bureau
Nine Months,1995,San Francisco,Alamo Square,,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,37.763164,-122.450596,0.9,street_center,,Alma St,San Francisco,CA,San Francisco County,94117,US,TIGER/Line® dataset from the US Census Bureau
Nine Months,1995,San Francisco,60 Spear Street,,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,37.792536,-122.394593,1,rooftop,60,Spear St,San Francisco,CA,San Francisco County,94105,US,San Francisco
Nine Months,1995,San Francisco,"101 Henry Adams Place, 4th Floor",,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,37.768109,-122.403521,1,rooftop,101,Henry Adams St,San Francisco,CA,San Francisco County,94103,US,San Francisco
Nine to Five,1980,San Francisco,Albert S. Samuels Clock (856 Market Street between Powell and Stockton),,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Colin Higgins,Colin Higgins,Jane Fonda,Lily Tomlin,Dolly Parton,37.716231,-122.40977,0.9,street_center,,Alberta St,San Francisco,CA,San Francisco County,94134,US,TIGER/Line® dataset from the US Census Bureau
Nora Prentiss,1947,San Francisco,Belgravia Apartments (795 Sutter Street at Jones),,Warner Bros. Pictures,Warner Bros. Pictures,Vincent Sherman,N. Richard Nash,Ann Sheridan,Kent Smith,Bruce Bennett,37.759461,-122.44907,0.9,street_center,,Belgrave Ave,San Francisco,CA,San Francisco County,94117,US,TIGER/Line® dataset from the US Census Bureau
On the Beach,1959,San Francisco,,,Stanley Kramer Productions,United Artists,Stanley Kramer,John Paxton,Gregory Peck,Ava Gardner,Fred Astaire,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
On the Road,2012,San Francisco,Bay Bridge,,SPAD Films,IFC Films & Sundance Selects,Walter Salles,Jack Kerouac & Jose Rivera,Garrett Hedlund,Viggo Mortenson,,37.814297,-122.359062,0.9,street_center,,Bay Brg,San Francisco,CA,San Francisco County,94130,US,TIGER/Line® dataset from the US Census Bureau
On the Road,2012,San Francisco,Sacramento & Montgomery Streets,,SPAD Films,IFC Films & Sundance Selects,Walter Salles,Jack Kerouac & Jose Rivera,Garrett Hedlund,Viggo Mortenson,,37.79378,-122.402957,1,intersection,,Montgomery St,San Francisco,CA,San Francisco County,94111,US,TIGER/Line® dataset from the US Census Bureau
On the Road,2012,San Francisco,2017 23rd Street,,SPAD Films,IFC Films & Sundance Selects,Walter Salles,Jack Kerouac & Jose Rivera,Garrett Hedlund,Viggo Mortenson,,37.754504,-122.400042,1,rooftop,2017,23rd St,San Francisco,CA,San Francisco County,94107,US,San Francisco
On the Road,2012,San Francisco,Filbert & Leavenworth Streets,,SPAD Films,IFC Films & Sundance Selects,Walter Salles,Jack Kerouac & Jose Rivera,Garrett Hedlund,Viggo Mortenson,,37.800458,-122.416648,0.92,intersection,,Filbert St,San Francisco,CA,San Francisco County,94133,US,TIGER/Line® dataset from the US Census Bureau
Pacific Heights,1990,San Francisco,Texas & 19th Streets (Potrero Hill),,Morgan Creek Productions,Twentieth Century Fox Film Corporation,John Schlesinger,Daniel Pyne,Melanie Griffith,Matthew Modine,,37.761359,-122.395438,1,intersection,,19th St,San Francisco,CA,San Francisco County,94107,US,TIGER/Line® dataset from the US Census Bureau
Pacific Heights,1990,San Francisco,Financial District,,Morgan Creek Productions,Twentieth Century Fox Film Corporation,John Schlesinger,Daniel Pyne,Melanie Griffith,Matthew Modine,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Pacific Heights,1990,San Francisco,Chinatown,"First established in the mid-19th Century, SF's Chinatown is the oldest and largest Chinatown in the US.",Morgan Creek Productions,Twentieth Century Fox Film Corporation,John Schlesinger,Daniel Pyne,Melanie Griffith,Matthew Modine,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Pal Joey,1957,San Francisco,"Spreckels Mansion (2080 Washington Street, Pacific Heights)",,Columbia Pictures Corporation,Columbia Pictures,George Sidney,Dorothy Kingsley,Rita Hayworth,Frank Sinatra,Kim Novak,37.771681,-122.495376,0.9,street_center,,Spreckels Lake Dr,San Francisco,CA,San Francisco County,94121,US,TIGER/Line® dataset from the US Census Bureau
Pal Joey,1957,San Francisco,Coit Tower,"The Tower was funded by a gift bequeathed by Lillie Hitchcock Coit, a socialite who reportedly liked to chase fires. Though the tower resembles a firehose nozzle, it was not designed this way.",Columbia Pictures Corporation,Columbia Pictures,George Sidney,Dorothy Kingsley,Rita Hayworth,Frank Sinatra,Kim Novak,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Pal Joey,1957,San Francisco,Barbary Coast,"The Barbary Coast was a red-light district that was largely destroyed in the 1906 earthquake. Though some of the establishments were rebuilt after the earthquake, an anti-vice campaign put the establishments out of business.",Columbia Pictures Corporation,Columbia Pictures,George Sidney,Dorothy Kingsley,Rita Hayworth,Frank Sinatra,Kim Novak,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Panther,1995,San Francisco,,,Gramercy Pictures,PolyGram Video,Mario Van Peebles,Mario Van Peebles,Kadeem Hardison,Bookeem Woodbine,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Parks and Recreation,2014,San Francisco,Filbert from Hyde to Leavenworth,,"NBC Universal Media, LLC","NBC Universal Media, LLC",Dean Holland,Greg Daniels,Amy Poehler,,,37.800606,-122.416631,0.9,street_center,,Filbert St,San Francisco,CA,San Francisco County,94133,US,TIGER/Line® dataset from the US Census Bureau
Parks and Recreation,2014,San Francisco,Columbus and Green,,"NBC Universal Media, LLC","NBC Universal Media, LLC",Dean Holland,Greg Daniels,Amy Poehler,,,37.79949,-122.409014,1,intersection,,Columbus Ave,San Francisco,CA,San Francisco County,94133,US,TIGER/Line® dataset from the US Census Bureau
Parks and Recreation,2014,San Francisco,Larkin & Fulton,,"NBC Universal Media, LLC","NBC Universal Media, LLC",Dean Holland,Greg Daniels,Amy Poehler,,,37.779789,-122.415127,0.86,intersection,,Fulton St,San Francisco,CA,San Francisco County,94102,US,TIGER/Line® dataset from the US Census Bureau
Parks and Recreation,2014,San Francisco,Embarcadero & Market,,"NBC Universal Media, LLC","NBC Universal Media, LLC",Dean Holland,Greg Daniels,Amy Poehler,,,37.792097,-122.390639,0.36,intersection,,Embarcadero South St,San Francisco,CA,San Francisco County,94105,US,TIGER/Line® dataset from the US Census Bureau
Patch Adams,1998,San Francisco,Treasure Island,"An artificial island, Treasure Island was created for the 1939 Golden Gate International Exposition, and is named after the novel by Robert Louis Stevenson, a one-time San Francisco resident.",Bungalow 78 Productions,Universal Pictures,Tom Shadyac,Steve Oedekerk,Robin Williams,Philip Seymour Hoffman,,37.815868,-122.371774,0.9,street_center,,Treasure Island Rd,San Francisco,CA,San Francisco County,94130,US,TIGER/Line® dataset from the US Census Bureau
Patch Adams,1998,San Francisco,Sheraton Palace Hotel (639 Market Street),"The hotel was destroyed in the 1906 earthquake and fire, had to be rebuilt, and was reopened in 1909. ",Bungalow 78 Productions,Universal Pictures,Tom Shadyac,Steve Oedekerk,Robin Williams,Philip Seymour Hoffman,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Patch Adams,1998,San Francisco,Presidio (Golden Gate National Recreation Area),"In 1776, Spain made the Presidio a fortified area. The area was then given to Mexico, but then given to the US in 1848. The 1994 demilitarization of the area in 1994 marked the end of its 219 years of military use. ",Bungalow 78 Productions,Universal Pictures,Tom Shadyac,Steve Oedekerk,Robin Williams,Philip Seymour Hoffman,,37.787749,-122.461204,0.9,street_center,,Presidio Ter,San Francisco,CA,San Francisco County,94118,US,TIGER/Line® dataset from the US Census Bureau
Patty Hearst,1988,San Francisco,Bank of America (38th Street at Balboa Street),"The Bank of America Building was the tallest building on the West Coast from 1969-1972, when it was surpassed by the TransAmerica Pyramid. Today, the Bank of America building is the 5th tallest building on the West Coast.",Atlantic Entertainment Group,Atlantic Releasing Corporation,Paul Schrader,Nicholas Kazan,Natasha Richardson,William Forsythe,Ving Rhames,37.738289,-122.412877,0.9,street_center,,Banks St,San Francisco,CA,San Francisco County,94110,US,TIGER/Line® dataset from the US Census Bureau
Patty Hearst,1988,San Francisco,"Postcard Row (Alamo Square, Hayes Valley)",The 6 Victorian homes across from Alamo Square Park are among the few Victorians to survive the Great Fire.,Atlantic Entertainment Group,Atlantic Releasing Corporation,Paul Schrader,Nicholas Kazan,Natasha Richardson,William Forsythe,Ving Rhames,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Petulia,1968,San Francisco,"Japanese Tea Garden, Hagiwara Tea Garden Drive, Golden Gate Park","The Japanese Hagiwara family invented ""Chinese"" fortune cookies in the tea-garden",Warner Brothers / Seven Arts,Warner Brothers / Seven Arts,Richard Lester,Lawrence B. Marcus,Julie Christie,George C. Scott,Richard Chamberlain,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Petulia,1968,San Francisco,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Warner Brothers / Seven Arts,Warner Brothers / Seven Arts,Richard Lester,Lawrence B. Marcus,Julie Christie,George C. Scott,Richard Chamberlain,37.739004,-122.427101,0.9,street_center,,Fairmount St,San Francisco,CA,San Francisco County,94131,US,TIGER/Line® dataset from the US Census Bureau
Petulia,1968,San Francisco,Pier 43 1/2,,Warner Brothers / Seven Arts,Warner Brothers / Seven Arts,Richard Lester,Lawrence B. Marcus,Julie Christie,George C. Scott,Richard Chamberlain,37.795578,-122.394882,0.9,street_center,,Pier,San Francisco,CA,San Francisco County,94105,US,TIGER/Line® dataset from the US Census Bureau
Petulia,1968,San Francisco,Cala Foods (California Street and Hyde),,Warner Brothers / Seven Arts,Warner Brothers / Seven Arts,Richard Lester,Lawrence B. Marcus,Julie Christie,George C. Scott,Richard Chamberlain,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Petulia,1968,San Francisco,307 Filbert Street,,Warner Brothers / Seven Arts,Warner Brothers / Seven Arts,Richard Lester,Lawrence B. Marcus,Julie Christie,George C. Scott,Richard Chamberlain,37.801708,-122.40498,1,rooftop,307,Filbert St,San Francisco,CA,San Francisco County,94133,US,San Francisco
Petulia,1968,San Francisco,2417 Franklin Street,,Warner Brothers / Seven Arts,Warner Brothers / Seven Arts,Richard Lester,Lawrence B. Marcus,Julie Christie,George C. Scott,Richard Chamberlain,37.79669,-122.425606,1,rooftop,2417,Franklin St,San Francisco,CA,San Francisco County,94123,US,San Francisco
Petulia,1968,San Francisco,"Fort Point (Presidio, Golden Gate National Recreation Area)","Built in 1853, Fort Point is the only West Coast fort built by the Union Army. Though the Confederate army planned to attack San Francisco, the commanding Confederate general learned that the war had ended while end route to SF.",Warner Brothers / Seven Arts,Warner Brothers / Seven Arts,Richard Lester,Lawrence B. Marcus,Julie Christie,George C. Scott,Richard Chamberlain,37.761671,-122.432395,0.9,street_center,,Ford St,San Francisco,CA,San Francisco County,94114,US,TIGER/Line® dataset from the US Census Bureau
Phenomenon,1996,San Francisco,Treasure Island,"An artificial island, Treasure Island was created for the 1939 Golden Gate International Exposition, and is named after the novel by Robert Louis Stevenson, a one-time San Francisco resident.",Touchstone Pictures,Buena Vista Pictures,Jon Turteltaub,Gerald Dipego,John Travolta,Kyra Sedgwick,,37.815868,-122.371774,0.9,street_center,,Treasure Island Rd,San Francisco,CA,San Francisco County,94130,US,TIGER/Line® dataset from the US Census Bureau
"Play it Again, Sam",1972,San Francisco,Balboa at 22nd Avenue,,Paramount Pictures,Paramount Pictures,Herbert Ross,Woody Allen,Woody Allen,Diane Keaton,Tony Roberts,37.776449,-122.481247,1,intersection,,22nd Ave,San Francisco,CA,San Francisco County,94121,US,TIGER/Line® dataset from the US Census Bureau
"Play it Again, Sam",1972,San Francisco,"The Music Concourse (Martin Luther King, Jr. Drive, Golden Gate Park)",The theater closed in 1985.,Paramount Pictures,Paramount Pictures,Herbert Ross,Woody Allen,Woody Allen,Diane Keaton,Tony Roberts,37.776646,-122.417481,0.33,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
"Play it Again, Sam",1972,San Francisco,Surf Theater (4520 Irving Street),,Paramount Pictures,Paramount Pictures,Herbert Ross,Woody Allen,Woody Allen,Diane Keaton,Tony Roberts,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
"Play it Again, Sam",1972,San Francisco,Hyde Street Cable Car,,Paramount Pictures,Paramount Pictures,Herbert Ross,Woody Allen,Woody Allen,Diane Keaton,Tony Roberts,37.795034,-122.418035,0.9,street_center,,Hyde St,San Francisco,CA,San Francisco County,94109,US,TIGER/Line® dataset from the US Census Bureau
"Play it Again, Sam",1972,San Francisco,Aquatic Park (Jefferson Street),"Located at one end of Fisherman's Wharf, Aquatic Park was built as part of FDR's Works Progress Administration Project.",Paramount Pictures,Paramount Pictures,Herbert Ross,Woody Allen,Woody Allen,Diane Keaton,Tony Roberts,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
"Play it Again, Sam",1972,San Francisco,15-17 Fresno Street,,Paramount Pictures,Paramount Pictures,Herbert Ross,Woody Allen,Woody Allen,Diane Keaton,Tony Roberts,37.798537,-122.405929,1,rooftop,17,Fresno St,San Francisco,CA,San Francisco County,94133,US,San Francisco
Playing Mona Lisa,2000,San Francisco,Conservatory of Flowers (Golden Gate Park),"The Conservatory, unveiled in 1879, is the oldest public conservatory in the Western Hemisphere.",The Bubble Factory,Buena Vista Pictures,Matthew Huffman,Marni Freedman,Alicia Witt,Harvey Fierstein,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Pleasure of His Company,1961,San Francisco,Grace Cathedral Episcopal Church (1100 California Street),Grace Cathedral Episcopal Church is the West Coast's largest Episcopalian cathedral.,Perlsea Company,Paramount Pictures,George Seaton,Samuel A. Taylor,Fred Astaire,Debbie Reynolds,Lilli Palmer,37.774936,-122.414609,0.9,street_center,,Grace St,San Francisco,CA,San Francisco County,94103,US,TIGER/Line® dataset from the US Census Bureau
Pleasure of His Company,1961,San Francisco,2700 Vallejo Street (Pacific Heights),,Perlsea Company,Parmaount Pictures,George Seaton,Samuel A. Taylor,Fred Astaire,Debbie Reynolds,Lilli Palmer,37.794633,-122.442027,1,rooftop,2700,Vallejo St,San Francisco,CA,San Francisco County,94123,US,San Francisco
Point Blank,1967,San Francisco,"Fort Point (Presidio, Golden Gate National Recreation Area)","Built in 1853, Fort Point is the only West Coast fort built by the Union Army. Though the Confederate army planned to attack San Francisco, the commanding Confederate general learned that the war had ended while end route to SF.",Metro-Goldwyn Mayer,Metro-Goldwyn Mayer,John Boorman,Alexander Jacobs,Lee Marvin,Angie Dickinson,Keenan Wynn,37.761671,-122.432395,0.9,street_center,,Ford St,San Francisco,CA,San Francisco County,94114,US,TIGER/Line® dataset from the US Census Bureau
Point Blank,1967,San Francisco,Alcatraz Island,Alcatraz Island was a military fort before it became a prison.,Metro-Goldwyn Mayer,Metro-Goldwyn Mayer,John Boorman,Alexander Jacobs,Lee Marvin,Angie Dickinson,Keenan Wynn,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Pretty Woman,1990,San Francisco,,,Touchstone Pictures,Buena Vista Pictures,Garry Marshall,J.F. Lawton,Richard Gere,Julia Roberts,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Psych-Out,1968,San Francisco,,,Dick Clark Productions,American International Pictures (AIP),Richard Rush,Betty Tusher,Jack Nicholson,Susan Strasberg,Dean Stockwell,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Pushing Dead,2016,San Francisco,"Blind Cat, 3050 24th Street, San Francisco","Pushing Dead won the Audience Award for  Frameline San Francisco International LGBTQ Film Festival 
2016
","Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Pushing Dead,2016,San Francisco,"Cordova Market, 301 Rolph Street, San Francisco",,"Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,37.710287,-122.434896,0.9,street_center,,Cordova St,San Francisco,CA,San Francisco County,94112,US,TIGER/Line® dataset from the US Census Bureau
Pushing Dead,2016,San Francisco,"915 Naples, San Francisco",,"Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,37.715034,-122.435255,1,rooftop,915,Naples St,San Francisco,CA,San Francisco County,94112,US,San Francisco
Pushing Dead,2016,San Francisco,"Infield Batting Cages, 1888 Clement Street",,"Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Pushing Dead,2016,San Francisco,42 Walter Street,,"Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,37.768422,-122.432663,1,rooftop,42,Walter St,San Francisco,CA,San Francisco County,94114,US,San Francisco
Pushing Dead,2016,San Francisco,Church Street MUNI Station,,"Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,37.754908,-122.427603,0.9,street_center,,Church St,San Francisco,CA,San Francisco County,94114,US,TIGER/Line® dataset from the US Census Bureau
Pushing Dead,2016,San Francisco,"Double Happiness Health, 3380 20th Street",,"Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Pushing Dead,2016,San Francisco,"Ele Nino Traiing Cetner, 2920 3rd Street",,"Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Pushing Dead,2016,San Francisco,"Matching Half Café, 1799 McAllister Street",,"Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Pushing Dead,2016,San Francisco,"433 Baker Street, ",,"Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,37.775023,-122.441662,1,rooftop,433,Baker St,San Francisco,CA,San Francisco County,94117,US,San Francisco
Pushing Dead,2016,San Francisco,"Mission Neibhrohood Health Cetner, 240 Shotweel Street",,"Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Pushing Dead,2016,San Francisco,Octavia at Grove Street,,"Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,37.777602,-122.424809,1,intersection,,Grove St,San Francisco,CA,San Francisco County,94102,US,TIGER/Line® dataset from the US Census Bureau
Pushing Dead,2016,San Francisco,Koshland Park,,"Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Pushing Dead,2016,San Francisco,"Daniel's Pharmacy, 943 Geneva Ave",,"Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Pushing Dead,2016,San Francisco,5th Ave @ Fulton Street in Golden Gate Park,,"Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,37.775417,-122.462805,0.83,intersection,,5th Ave,San Francisco,CA,San Francisco County,94118,US,TIGER/Line® dataset from the US Census Bureau
Pushing Dead,2016,San Francisco,"Uva Enoteca, 568 Haight Street",,"Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Pushing Dead,2016,San Francisco,Turk Street between Steiner and Scott Streets,,"Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,37.779866,-122.437072,1,intersection,,Scott St,San Francisco,CA,San Francisco County,94115,US,TIGER/Line® dataset from the US Census Bureau
Quicksilver,1986,San Francisco,Pacific Stock Exchange,,Columbia Pictures Corporation,Columbia Pictures,Thomas Michael Donnelly,Thomas Michael Donnelly,Kevin Bacon,Jami Gertz,Paul Rodriguez,37.795478,-122.416908,0.9,street_center,,Pacific Ave,San Francisco,CA,San Francisco County,94109,US,TIGER/Line® dataset from the US Census Bureau
Quitters,2015,San Francisco,1536 Noe St.,,"Frederick & Ashbury, LLC.",,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows,37.74447,-122.431527,1,rooftop,1536,Noe St,San Francisco,CA,San Francisco County,94131,US,San Francisco
Quitters,2015,San Francisco,24 Hill St.,,"Frederick & Ashbury, LLC.",,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows,37.756276,-122.422225,1,rooftop,24,Hill St,San Francisco,CA,San Francisco County,94110,US,San Francisco
Quitters,2015,San Francisco,21st St & Sanchez,,"Frederick & Ashbury, LLC.",,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows,37.75636,-122.430115,1,intersection,,21st St,San Francisco,CA,San Francisco County,94114,US,TIGER/Line® dataset from the US Census Bureau
Quitters,2015,San Francisco,4015 21st St,,"Frederick & Ashbury, LLC.",,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows,37.755827,-122.436096,1,rooftop,4015,21st St,San Francisco,CA,San Francisco County,94114,US,San Francisco
Quitters,2015,San Francisco,Tank Hill Park,,"Frederick & Ashbury, LLC.",,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Quitters,2015,San Francisco,Clement St. from 6th to 7th Ave. ,,"Frederick & Ashbury, LLC.",,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows,37.782062,-122.480356,0.9,street_center,,Clement St,San Francisco,CA,San Francisco County,94121,US,TIGER/Line® dataset from the US Census Bureau
Quitters,2015,San Francisco,Wine Impression,,"Frederick & Ashbury, LLC.",,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Quitters,2015,San Francisco,Clement St. from 5th and 7th Ave. ,,"Frederick & Ashbury, LLC.",,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows,37.782891,-122.465492,1,intersection,,7th Ave,San Francisco,CA,San Francisco County,94118,US,TIGER/Line® dataset from the US Census Bureau
Quitters,2015,San Francisco,Claire Lilienthal Elementary School,,"Frederick & Ashbury, LLC.",,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Quitters,2015,San Francisco,Yerba Buena Gardens,,"Frederick & Ashbury, LLC.",,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows,37.735894,-122.461309,0.5,street_center,,Yerba Buena Ave,San Francisco,CA,San Francisco County,94127,US,TIGER/Line® dataset from the US Census Bureau
Quitters,2015,San Francisco,Tonga Room,,"Frederick & Ashbury, LLC.",,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Quitters,2015,San Francisco,Cal-Mart Supermarket,,"Frederick & Ashbury, LLC.",,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
